Code;DMARKER;BDPROPRCF;UKPROPRCF;BDCONPRCF;UKCDKO..F;;;;;;
01.01.1963;11.2044;37.4;9.3;29.3;53.5;;;;;;
01.02.1963;11.2274;37.5;9.3;29.7;54;;;;;;
01.03.1963;11.21225;37.4;9.3;29.6;54.1;;;;;;
01.04.1963;11.18175;37.3;9.3;29.7;54.2;;;;;;
01.05.1963;11.17833;37.3;9.4;29.6;54.2;;;;;;
01.06.1963;11.15153;37.3;9.3;29.4;54.2;;;;;;
01.07.1963;11.14815;37.3;9.3;29.4;53.9;;;;;;
01.08.1963;11.16078;37.3;9.3;29.4;53.7;;;;;;
01.09.1963;11.13844;37.4;9.4;29.6;53.9;;;;;;
01.10.1963;11.13542;37.5;9.4;29.6;54.1;;;;;;
01.11.1963;11.12722;37.5;9.4;29.8;54.2;;;;;;
01.12.1963;11.11646;37.5;9.4;30;54.3;;;;;;
01.01.1964;11.11705;37.6;9.4;30.2;54.6;;;;;;
01.02.1964;11.11677;37.6;9.4;30.3;54.6;;;;;;
01.03.1964;11.11891;37.6;9.4;30.2;54.8;;;;;;
01.04.1964;11.12336;37.7;9.5;30.2;55.3;;;;;;
01.05.1964;11.12707;37.7;9.6;30.2;55.8;;;;;;
01.06.1964;11.11745;37.7;9.6;30.1;56;;;;;;
01.07.1964;11.097;37.7;9.7;30.2;56;;;;;;
01.08.1964;11.08533;37.8;9.7;30.2;56.2;;;;;;
01.09.1964;11.06796;37.9;9.7;30.3;56.2;;;;;;
01.10.1964;11.06305;38.1;9.7;30.3;56.3;;;;;;
01.11.1964;11.07178;38.3;9.7;30.5;56.7;;;;;;
01.12.1964;11.09864;38.3;9.7;30.6;56.9;;;;;;
01.01.1965;11.094;38.4;9.8;30.8;57.1;;;;;;
01.02.1965;11.107;38.5;9.8;30.9;57.1;;;;;;
01.03.1965;11.106;38.6;9.8;30.8;57.3;;;;;;
01.04.1965;11.096;38.7;9.9;31;58.4;;;;;;
01.05.1965;11.136;38.8;10;31.1;58.6;;;;;;
01.06.1965;11.152;38.8;10;31.2;58.8;;;;;;
01.07.1965;11.175;38.8;10;31.4;58.8;;;;;;
01.08.1965;11.199;38.8;10;31.3;58.9;;;;;;
01.09.1965;11.198;38.8;10;31.4;58.9;;;;;;
01.10.1965;11.239;38.9;10;31.5;59;;;;;;
01.11.1965;11.219;38.9;10;31.7;59.2;;;;;;
01.12.1965;11.211;38.9;10;31.8;59.5;;;;;;
01.01.1966;11.228;39.1;10.1;32;59.6;;;;;;
01.02.1966;11.259;39.3;10.1;32.2;59.6;;;;;;
01.03.1966;11.242;39.6;10.2;32.1;59.7;;;;;;
01.04.1966;11.218;39.6;10.2;32.4;60.5;;;;;;
01.05.1966;11.227;39.5;10.2;32.4;60.9;;;;;;
01.06.1966;11.195;39.5;10.2;32.3;61.1;;;;;;
01.07.1966;11.158;39.6;10.3;32.4;60.8;;;;;;
01.08.1966;11.136;39.4;10.3;32.4;61.2;;;;;;
01.09.1966;11.124;39.3;10.3;32.4;61.1;;;;;;
01.10.1966;11.135;39.3;10.3;32.5;61.2;;;;;;
01.11.1966;11.103;39.3;10.3;32.7;61.6;;;;;;
01.12.1966;11.086;39.3;10.3;32.7;61.7;;;;;;
01.01.1967;11.094;39.3;10.3;32.8;61.8;;;;;;
01.02.1967;11.1095;39.2;10.3;32.9;61.8;;;;;;
01.03.1967;11.1005;39.1;10.3;32.9;61.8;;;;;;
01.04.1967;11.1203;38.9;10.3;32.9;62.3;;;;;;
01.05.1967;11.1188;38.9;10.3;32.9;62.3;;;;;;
01.06.1967;11.1223;38.9;10.3;32.9;62.5;;;;;;
01.07.1967;11.1243;38.9;10.4;33;62.1;;;;;;
01.08.1967;11.1525;38.9;10.4;32.9;62;;;;;;
01.09.1967;11.1435;38.9;10.4;32.9;61.9;;;;;;
01.10.1967;11.141;38.9;10.4;32.9;62.4;;;;;;
01.11.1967;11.1418;38.9;10.4;33;62.8;;;;;;
01.12.1967;9.6373;38.9;10.4;32.9;63.2;;;;;;
01.01.1968;9.614;38.9;10.5;33.4;63.4;;;;;;
01.02.1968;9.656;38.9;10.6;33.5;63.7;;;;;;
01.03.1968;9.6203;38.9;10.7;33.4;63.9;;;;;;
01.04.1968;9.565;38.8;10.7;33.4;65.1;;;;;;
01.05.1968;9.5558;38.6;10.7;33.4;65.1;;;;;;
01.06.1968;9.4893;38.7;10.7;33.4;65.4;;;;;;
01.07.1968;9.506;38.6;10.7;33.4;65.4;;;;;;
01.08.1968;9.6255;38.7;10.8;33.4;65.5;;;;;;
01.09.1968;9.4575;38.7;10.8;33.4;65.6;;;;;;
01.10.1968;9.5033;38.8;10.8;33.4;65.9;;;;;;
01.11.1968;9.5088;38.8;10.8;33.6;66.1;;;;;;
01.12.1968;9.5093;38.8;11;33.6;66.9;;;;;;
01.01.1969;9.53;38.9;11;33.9;67.3;;;;;;
01.02.1969;9.53;38.9;11;34.1;67.7;;;;;;
01.03.1969;9.53;38.9;11;34;67.9;;;;;;
01.04.1969;9.53;39;11.1;34;68.7;;;;;;
01.05.1969;9.53;39.1;11.1;34;68.6;;;;;;
01.06.1969;9.53;39.2;11.1;34.1;68.9;;;;;;
01.07.1969;9.53;39.3;11.2;34.1;68.9;;;;;;
01.08.1969;9.53;39.5;11.2;34;68.7;;;;;;
01.09.1969;9.53;39.6;11.3;34.1;68.9;;;;;;
01.10.1969;9.53;39.9;11.3;34.1;69.4;;;;;;
01.11.1969;9.53;40.3;11.3;34.3;69.6;;;;;;
01.12.1969;9.53;40.5;11.3;34.3;70.1;;;;;;
01.01.1970;8.861;40.9;11.5;34.8;70.6;;;;;;
01.02.1970;8.882;41.1;11.6;35;71;;;;;;
01.03.1970;8.816;41.2;11.6;35;71.4;;;;;;
01.04.1970;8.746;41.3;11.7;35.1;72.5;;;;;;
01.05.1970;8.723;41.2;11.9;35.1;72.7;;;;;;
01.06.1970;8.697;41.3;11.9;35.2;72.9;;;;;;
01.07.1970;8.68;41.3;12;35.3;73.5;;;;;;
01.08.1970;8.653;41.5;12;35.3;73.4;;;;;;
01.09.1970;8.669;41.6;12.1;35.3;73.8;;;;;;
01.10.1970;8.679;41.7;12.2;35.4;74.6;;;;;;
01.11.1970;8.677;42;12.4;35.6;75.1;;;;;;
01.12.1970;8.727;42;12.5;35.7;75.6;;;;;;
01.01.1971;8.777;42.7;12.6;36.2;76.6;;;;;;
01.02.1971;8.789;42.9;12.7;36.6;77.1;;;;;;
01.03.1971;8.775;43.1;12.8;36.7;77.7;;;;;;
01.04.1971;8.787;43.2;12.9;36.9;79.4;;;;;;
01.05.1971;8.787;43.2;13;36.9;79.9;;;;;;
01.06.1971;8.787;43.2;13.1;37;80.4;;;;;;
01.07.1971;8.787;43.4;13.1;37.2;80.9;;;;;;
01.08.1971;8.787;43.4;13.1;37.2;81;;;;;;
01.09.1971;8.345;43.4;13.2;37.4;81.1;;;;;;
01.10.1971;8.2575;43.4;13.2;37.5;81.5;;;;;;
01.11.1971;8.3075;43.4;13.2;37.7;82;;;;;;
01.12.1971;8.2582;43.4;13.2;37.7;82.4;;;;;;
01.01.1972;8.3475;43.7;13.3;38.2;82.9;;;;;;
01.02.1972;8.315;43.9;13.4;38.5;83.3;;;;;;
01.03.1972;8.2975;43.9;13.4;38.5;83.6;;;;;;
01.04.1972;8.285;44.1;13.4;38.7;84.4;;;;;;
01.05.1972;8.305;44.2;13.5;38.7;84.8;;;;;;
01.06.1972;8.295;44.2;13.6;38.9;85.3;;;;;;
01.07.1972;7.635;44.4;13.7;39.2;85.6;;;;;;
01.08.1972;7.7775;44.4;13.8;39.2;86.3;;;;;;
01.09.1972;7.81;44.6;13.9;39.7;86.8;;;;;;
01.10.1972;7.785;44.6;14;39.8;88;;;;;;
01.11.1972;7.5475;44.9;14.1;40;88.3;;;;;;
01.12.1972;7.4925;45;14.1;40.1;88.7;;;;;;
01.01.1973;7.51;45.6;14.2;40.6;89.3;;;;;;
01.02.1973;7.5225;46.1;14.3;41;89.9;;;;;;
01.03.1973;7.045;46.4;14.4;41.1;90.4;;;;;;
01.04.1973;7.07;46.6;14.2;41.4;92.1;;;;;;
01.05.1973;7.0575;46.7;14.4;41.6;92.8;;;;;;
01.06.1973;6.8825;47.1;14.5;41.8;93.3;;;;;;
01.07.1973;6.18;47.5;14.7;42;93.7;;;;;;
01.08.1973;5.85;47.7;14.8;42;94;;;;;;
01.09.1973;6.035;47.7;15;42.1;94.8;;;;;;
01.10.1973;5.8275;48.1;15.3;42.4;96.7;;;;;;
01.11.1973;5.97;48.6;15.4;43;97.4;;;;;;
01.12.1973;6.14;49;15.6;43.2;98.1;;;;;;
01.01.1974;6.28;50.4;16;43.6;100;;;;;;
01.02.1974;6.285;51.7;16.6;44.1;101.7;;;;;;
01.03.1974;6.13;52.4;17.1;44.1;102.6;;;;;;
01.04.1974;6.1;53;17.5;44.3;106.1;;;;;;
01.05.1974;5.945;53.5;17.7;44.6;107.6;;;;;;
01.06.1974;6.03;53.6;17.9;44.7;108.7;;;;;;
01.07.1974;6.115;54.1;18.1;44.9;109.7;;;;;;
01.08.1974;6.135;54.3;18.4;45;109.8;;;;;;
01.09.1974;6.18;54.5;18.7;45.2;111;;;;;;
01.10.1974;6.1825;55.1;19;45.4;113.2;;;;;;
01.11.1974;6.01;55.2;19.3;45.8;115.2;;;;;;
01.12.1974;5.805;55.2;19.7;45.8;116.9;;;;;;
01.01.1975;5.66;55.8;20.5;46.3;119.9;;;;;;
01.02.1975;5.5925;55.9;20.7;46.6;121.9;;;;;;
01.03.1975;5.54;55.8;21.1;46.7;124.3;;;;;;
01.04.1975;5.63;56.1;21.5;47;129.1;;;;;;
01.05.1975;5.5875;56.1;22.1;47.3;134.5;;;;;;
01.06.1975;5.4325;56.1;22.2;47.6;137.1;;;;;;
01.07.1975;5.225;56.2;22.5;47.7;138.5;;;;;;
01.08.1975;5.52;56.2;22.5;47.6;139.3;;;;;;
01.09.1975;5.45;56.4;22.7;48;140.5;;;;;;
01.10.1975;5.3275;56.4;22.9;48;142.5;;;;;;
01.11.1975;5.3025;56.4;23.4;48.2;144.2;;;;;;
01.12.1975;5.285;56.4;23.9;48.2;146;;;;;;
01.01.1976;5.30125;56.9;24.2;48.7;147.9;;;;;;
01.02.1976;5.2125;57.1;24.4;49.1;149.8;;;;;;
01.03.1976;5.2225;57.4;24.6;49.1;150.6;;;;;;
01.04.1976;4.765;57.9;24.9;49.3;153.5;;;;;;
01.05.1976;4.6325;58;25.2;49.4;155.2;;;;;;
01.06.1976;4.5525;58.3;25.5;49.5;156;;;;;;
01.07.1976;4.6125;58.6;25.8;49.5;156.3;;;;;;
01.08.1976;4.54;58.7;26.2;49.6;158.5;;;;;;
01.09.1976;4.475;58.8;26.5;49.7;160.6;;;;;;
01.10.1976;4.08;58.8;27;49.8;163.5;;;;;;
01.11.1976;3.8275;58.7;27.7;50;165.8;;;;;;
01.12.1976;4.02;58.7;27.9;50;168;;;;;;
01.01.1977;4.0125;59;28.9;50.6;172.4;;;;;;
01.02.1977;4.145;59.4;29.2;50.9;174.1;;;;;;
